id;jobid;campaignid;storeid;storeinstanceid;customerid;phonenumber;scheduledat;sendat;status;message;response;createdat;createdby;updatedat;updatedby
993;993;1185;II2JVDVPKR;9VMFWHRN;930;5.581.934.701.886,00;2025-03-15 08:43:00;;1970-01-01 00:00:00.000000005;Quae sed ipsam dolore fugiat hic dolore reprehenderit numquam dolorem odio beatae minima molestias sapiente.;Não informado;2025-03-14 08:53:00;Não informado;2025-03-14 15:23:00;Não informado
1467;1467;1443;3GCPCM529L;VDA2WJU3;925;5.581.947.720.118,00;2025-03-15 12:58:00;Não informado;1970-01-01 00:00:00.000000006;Placeat sint fuga hic quod adipisci autem deleniti deleniti quas iure.;Não informado;2025-03-15 01:51:00;Não informado;2025-03-15 12:42:00;Não informado
1824;1824;573;PO8HE5COV6;FPMG52AF;17;5.581.938.706.271,00;2025-03-15 17:24:00;;1970-01-01 00:00:00.000000002;Odio ea voluptatibus molestias harum vitae odit et expedita occaecati corrupti.;Não informado;2025-03-15 01:38:00;Não informado;2025-03-16 03:05:00;Não informado
2538;2538;1727;U0SR1D3LT1;9YAGGG96;85;5.584.962.736.309,00;2025-03-15 17:36:00;;1970-01-01 00:00:00.000000004;Minima nam voluptatem cumque perferendis in ipsum velit natus libero.;Explicabo laudantium voluptatem excepturi provident amet minus sed.;2025-03-15 15:51:00;Não informado;2025-03-16 17:25:00;Não informado
762;762;75;691OPHF7B7;PY0TDVUW;312;5.581.922.683.911,00;2025-03-15 18:34:00;Não informado;1970-01-01 00:00:00.000000001;Consequatur eveniet nisi delectus culpa occaecati amet ducimus magnam eum harum sequi.;Não informado;2025-03-15 18:29:00;Não informado;2025-03-15 18:58:00;Não informado
738;738;28;MP5ZBC2GMF;A2JHQROE;195;5.511.912.463.976,00;2025-03-15 18:45:00;Não informado;1970-01-01 00:00:00.000000001;Cum et laboriosam ipsa adipisci architecto cupiditate nostrum doloribus dicta occaecati in.;Nisi itaque dicta voluptatem sint voluptatibus voluptatibus deleniti occaecati.;2025-03-15 05:34:00;Não informado;2025-03-15 23:23:00;Não informado
1820;1820;904;6KYCD9ZLBW;WQJC4I75;922;5.551.928.491.541,00;2025-03-15 21:20:00;Não informado;1970-01-01 00:00:00.000000001;Quos provident provident perspiciatis aspernatur debitis repudiandae nulla dicta.;Não informado;2025-03-15 03:16:00;Não informado;2025-03-15 06:09:00;Não informado
1262;1262;1791;5VLG9FMSYO;U1Z8EMY5;235;5.541.992.515.514,00;2025-03-15 22:31:00;;1970-01-01 00:00:00.000000002;Vero quos neque ducimus accusamus sequi delectus molestiae sequi eum.;Não informado;2025-03-15 18:51:00;Não informado;2025-03-16 08:43:00;Não informado
2987;2987;98;LW6U23NLTI;PMJZ1N0G;358;5.561.905.099.235,00;2025-03-16 04:41:00;;1970-01-01 00:00:00.000000005;Eligendi aperiam sint molestias laudantium nesciunt laudantium impedit numquam aperiam animi.;Fugit quam fugit id odio maiores expedita.;2025-03-15 12:57:00;Não informado;2025-03-16 17:40:00;Não informado
595;595;1812;I1QJ2DBN5D;QHJ9DALZ;505;5.551.903.446.826,00;2025-03-16 07:26:00;;1970-01-01 00:00:00.000000003;Eaque exercitationem maxime itaque sunt ratione neque fuga aperiam molestias rem ad perferendis natus tempore.;Não informado;2025-03-15 12:12:00;Não informado;2025-03-16 19:24:00;Não informado
4501;4501;808;H6VHGVHDJM;KOYVYN90;14;5.521.959.400.629,00;2025-03-16 08:06:00;Não informado;1970-01-01 00:00:00.000000006;Perspiciatis dolorum corrupti est fuga molestiae illo porro praesentium.;Expedita vel nulla commodi ut libero veniam molestias hic.;2025-03-16 00:23:00;Não informado;2025-03-16 23:40:00;Não informado
1018;1018;1013;QYLGCDO1WD;SLWFJ7ST;531;5.581.904.051.844,00;2025-03-16 08:13:00;Não informado;1970-01-01 00:00:00.000000001;Fugit dolore vitae pariatur officia quis blanditiis eaque tempore debitis minus amet fugit eos.;Não informado;2025-03-16 03:22:00;Não informado;2025-03-17 11:41:00;Não informado
1546;1546;1997;QLWYGUGY3J;OXEAKEOY;337;5.581.944.286.256,00;2025-03-16 09:36:00;;1970-01-01 00:00:00.000000005;Facilis commodi culpa ut dolorem provident rem occaecati minima atque.;Não informado;2025-03-15 23:22:00;Não informado;2025-03-16 03:31:00;Não informado
1570;1570;175;OSC9OSLESR;D4SU780O;798;5.551.932.818.525,00;2025-03-16 10:20:00;;1970-01-01 00:00:00.000000002;Animi impedit placeat neque quae quos quaerat deserunt odit repellat suscipit itaque.;Doloremque necessitatibus vero rerum optio expedita ipsam.;2025-03-15 14:45:00;Não informado;2025-03-16 09:27:00;Não informado
1779;1779;1708;MZRUAP1BPN;X6W5U8WT;569;5.581.953.015.403,00;2025-03-16 10:38:00;Não informado;1970-01-01 00:00:00.000000001;Amet eligendi explicabo culpa nulla quos doloremque dicta ex.;Não informado;2025-03-15 12:26:00;Não informado;2025-03-16 08:54:00;Não informado
2257;2257;1004;BLK85M4327;0BSDMYUR;17;5.581.938.706.271,00;2025-03-16 14:42:00;Não informado;1970-01-01 00:00:00.000000006;Voluptas culpa est earum repellendus quod quisquam aut impedit veniam pariatur provident minima animi voluptatem.;Não informado;2025-03-15 23:10:00;Não informado;2025-03-17 08:26:00;Não informado
3186;3186;1545;Z1969997HI;F5VX1B0Z;332;5.581.902.552.054,00;2025-03-16 19:47:00;Não informado;1970-01-01 00:00:00.000000001;Earum placeat iste blanditiis nulla eos illum laborum sunt ea aperiam molestiae ipsam a vel ratione.;Nesciunt quidem et nemo sequi nostrum recusandae fugit soluta amet.;2025-03-16 01:53:00;Não informado;2025-03-16 16:59:00;Não informado
141;141;1826;8GRCBDUKF9;Y68M3069;589;5.531.933.747.639,00;2025-03-16 20:49:00;Não informado;1970-01-01 00:00:00.000000006;Facere culpa recusandae ex necessitatibus provident tempora pariatur vitae eius.;Não informado;2025-03-16 09:11:00;Não informado;2025-03-17 09:17:00;Não informado
3713;3713;424;2KTTNRMDXI;U50N1H34;84;5.584.978.361.069,00;2025-03-16 20:53:00;;1970-01-01 00:00:00.000000002;Laudantium accusantium aspernatur id accusamus laborum inventore nostrum molestiae tempora dolor odit inventore.;Não informado;2025-03-16 12:51:00;Não informado;2025-03-16 18:31:00;Não informado
888;888;1840;EUM6RJF38U;BVD2SRYI;862;5.561.976.616.885,00;2025-03-16 22:14:00;;1970-01-01 00:00:00.000000004;Dolorum cum quos libero deleniti quos modi laborum neque assumenda excepturi nemo neque nulla laboriosam repudiandae.;Não informado;2025-03-15 23:37:00;Não informado;2025-03-15 23:38:00;Não informado
815;815;272;ETS8230LWF;99ILXLV0;79;5.584.999.179.530,00;2025-03-17 04:38:00;Não informado;1970-01-01 00:00:00.000000006;Nesciunt repellendus vitae neque pariatur beatae ad quo accusantium.;Não informado;2025-03-16 06:11:00;Não informado;2025-03-17 13:27:00;Não informado
90;90;1492;1W150SHN3X;HFHTJ0G2;155;5.561.946.619.835,00;2025-03-17 06:50:00;;1970-01-01 00:00:00.000000004;Autem maiores totam rem recusandae nam iusto doloribus earum illo quasi.;Omnis consequuntur voluptate minima provident.;2025-03-16 20:01:00;Não informado;2025-03-17 21:39:00;Não informado
4278;4278;422;X9LWTWULOQ;1XAKMIL3;261;5.511.928.082.552,00;2025-03-17 06:52:00;;1970-01-01 00:00:00.000000003;Necessitatibus aspernatur necessitatibus possimus magni neque error corporis expedita saepe dolorem.;Ipsa exercitationem expedita sequi facilis temporibus.;2025-03-16 10:31:00;Não informado;2025-03-17 07:21:00;Não informado
4603;4603;257;30IFQ92286;GSWLAF0R;609;5.584.937.900.894,00;2025-03-17 07:01:00;;1970-01-01 00:00:00.000000005;At pariatur amet aliquid facere voluptas reprehenderit eum dicta sint.;Não informado;2025-03-16 18:58:00;Não informado;2025-03-17 08:42:00;Não informado
4738;4738;1069;7FF6R208W8;IHWW4U74;436;5.521.998.438.589,00;2025-03-17 07:21:00;;1970-01-01 00:00:00.000000003;Veritatis ab hic nesciunt minus harum illo molestias perspiciatis nihil accusantium optio deleniti quos perspiciatis.;Não informado;2025-03-16 13:29:00;Não informado;2025-03-17 10:59:00;Não informado
887;887;1076;JIYR4CTEII;60YUC0NF;344;5.521.914.839.266,00;2025-03-17 11:16:00;Não informado;1970-01-01 00:00:00.000000006;Quas ipsa odio nisi nostrum atque eligendi.;Não informado;2025-03-17 10:41:00;Não informado;2025-03-18 15:53:00;Não informado
2878;2878;1062;1SL17YQANA;EUO78UYZ;772;5.511.918.838.519,00;2025-03-17 11:44:00;Não informado;1970-01-01 00:00:00.000000001;Repellat ratione nihil hic officia earum doloremque totam illo deserunt pariatur.;Não informado;2025-03-16 22:47:00;Não informado;2025-03-17 09:17:00;Não informado
1963;1963;1801;UU9F645HZI;8D0XSH28;509;5.541.934.256.811,00;2025-03-17 15:52:00;Não informado;1970-01-01 00:00:00.000000001;Laborum architecto consectetur fugit magnam nulla molestias quos.;Não informado;2025-03-17 09:58:00;Não informado;2025-03-18 07:28:00;Não informado
4540;4540;586;KXA2762EM1;OLYP2YLS;635;5.561.902.801.930,00;2025-03-17 17:28:00;Não informado;1970-01-01 00:00:00.000000006;Sapiente labore reprehenderit officia est quae excepturi vero cum officia.;Não informado;2025-03-16 18:09:00;Não informado;2025-03-16 18:40:00;Não informado
3583;3583;1623;6KKC9381FF;9VBKFAC1;483;5.551.994.336.876,00;2025-03-17 18:01:00;;1970-01-01 00:00:00.000000003;Eveniet sequi debitis optio voluptate magnam vero deserunt odio sit.;Quibusdam quidem cumque molestias deleniti reiciendis.;2025-03-17 12:37:00;Não informado;2025-03-17 21:32:00;Não informado
601;601;1317;QLQZ2V4Z6E;3ELMAUWR;22;5.581.998.954.656,00;2025-03-17 18:20:00;;1970-01-01 00:00:00.000000003;Tempore facilis veniam tempore reiciendis eligendi quia eligendi voluptatum aliquid delectus assumenda laborum omnis repellendus.;Não informado;2025-03-17 09:12:00;Não informado;2025-03-17 12:22:00;Não informado
2415;2415;1923;8XSN1FLJRP;YODZ5MAQ;312;5.581.922.683.911,00;2025-03-17 20:14:00;;1970-01-01 00:00:00.000000003;Eius harum amet voluptas ad inventore exercitationem quaerat ullam dicta aliquid itaque dicta itaque earum eius.;Não informado;2025-03-16 21:53:00;Não informado;2025-03-17 10:42:00;Não informado
2063;2063;1281;2NQFFHR7V2;2IA727A7;271;5.531.926.636.230,00;2025-03-17 20:24:00;;1970-01-01 00:00:00.000000005;Deserunt exercitationem consectetur cum adipisci saepe sunt necessitatibus ut.;Officia nemo neque et unde ipsum animi cumque aperiam.;2025-03-17 17:49:00;Não informado;2025-03-18 11:37:00;Não informado
3366;3366;609;GHW77O6COJ;ESZALKFK;894;5.551.978.630.230,00;2025-03-17 20:41:00;Não informado;1970-01-01 00:00:00.000000006;Itaque aliquam nihil dolorem perferendis cupiditate recusandae voluptatibus est dolore architecto nulla.;Não informado;2025-03-17 11:07:00;Não informado;2025-03-18 03:04:00;Não informado
198;198;1228;M43EMIV9ZW;KVVETBPR;485;5.541.929.920.635,00;2025-03-18 00:31:00;Não informado;1970-01-01 00:00:00.000000001;Deleniti quam deleniti non sed aut quos soluta quisquam distinctio rerum voluptatibus veritatis.;Reprehenderit debitis a quas saepe.;2025-03-17 02:05:00;Não informado;2025-03-17 02:52:00;Não informado
3262;3262;333;TRE8WTTQBE;6Z2UDZC6;433;5.551.931.995.419,00;2025-03-18 01:54:00;;1970-01-01 00:00:00.000000003;Quae sequi neque molestias exercitationem ipsum tempora modi tempora fugiat nemo praesentium in ipsam.;Velit quidem aut amet quae consectetur accusamus dicta.;2025-03-17 08:18:00;Não informado;2025-03-18 07:48:00;Não informado
3434;3434;350;0CGUQN7K3O;OKW517RO;22;5.581.998.954.656,00;2025-03-18 07:07:00;;1970-01-01 00:00:00.000000004;Nulla quibusdam quaerat sapiente eaque earum similique suscipit veniam deleniti laudantium.;Não informado;2025-03-18 01:11:00;Não informado;2025-03-18 02:35:00;Não informado
3959;3959;1679;XI3LODV05P;6RVWTKK7;10;5.581.939.911.888,00;2025-03-18 08:32:00;Não informado;1970-01-01 00:00:00.000000001;Eligendi repellat ab fugiat nisi est repudiandae quaerat illum veritatis alias dolor mollitia saepe enim qui.;Não informado;2025-03-17 09:53:00;Não informado;2025-03-18 17:18:00;Não informado
1112;1112;1;BSO4G4P1MC;25SO3RR6;10;5.581.939.911.888,00;2025-03-18 09:01:00;;1970-01-01 00:00:00.000000003;Sequi provident soluta laudantium deleniti consequuntur iure eum corporis.;Fugiat neque alias necessitatibus praesentium quia.;2025-03-17 13:18:00;Não informado;2025-03-18 03:49:00;Não informado
2364;2364;1797;5P754C7EHD;IQXPKM3P;902;5.561.939.153.091,00;2025-03-18 11:07:00;;1970-01-01 00:00:00.000000005;Delectus officia enim libero officia nihil debitis facilis pariatur quam ab eos inventore rem quos.;Não informado;2025-03-18 02:36:00;Não informado;2025-03-19 11:43:00;Não informado
2967;2967;328;LH1V02G334;EKPQX8EU;127;5.571.961.409.865,00;2025-03-18 11:13:00;;1970-01-01 00:00:00.000000002;Ex harum voluptatibus magnam nulla facilis quasi iusto tempore dignissimos magnam.;Qui minima laborum neque cupiditate accusamus velit quisquam.;2025-03-18 05:46:00;Não informado;2025-03-19 03:52:00;Não informado
3422;3422;21;YL30QF71N4;PGGNSFX9;645;5.511.942.832.976,00;2025-03-18 13:05:00;;1970-01-01 00:00:00.000000003;Id illo explicabo quia corrupti eius aliquid amet harum numquam repudiandae sed in praesentium molestiae fugiat.;Não informado;2025-03-18 12:56:00;Não informado;2025-03-19 19:40:00;Não informado
898;898;242;NUAV6U1N6Y;HG0HJC6S;80;5.511.912.184.449,00;2025-03-18 14:14:00;;1970-01-01 00:00:00.000000004;Quidem porro alias fuga facilis voluptatem odio sint qui repudiandae eveniet.;Não informado;2025-03-17 17:31:00;Não informado;2025-03-18 06:12:00;Não informado
3798;3798;1981;TKBS3G1AQY;TYBQLS7K;798;5.551.932.818.525,00;2025-03-18 16:59:00;;1970-01-01 00:00:00.000000002;Officia culpa a occaecati eaque dolor nisi dolores voluptatem laboriosam corrupti eum id ipsum asperiores.;Provident libero qui quod hic perferendis voluptatum autem hic quidem.;2025-03-18 05:16:00;Não informado;2025-03-18 21:29:00;Não informado
2706;2706;871;YZNEEKDU4L;TUQB9IZN;10;5.581.939.911.888,00;2025-03-18 17:09:00;;1970-01-01 00:00:00.000000002;Voluptate adipisci ullam qui suscipit nihil quo ad tenetur nemo facere.;Não informado;2025-03-18 00:27:00;Não informado;2025-03-18 13:30:00;Não informado
4873;4873;278;8EGZYIT18G;QJZ8MX8B;766;5.561.989.520.486,00;2025-03-18 21:10:00;;1970-01-01 00:00:00.000000004;Corporis maxime iure illum ad dolorem repellendus eligendi tempora libero tempora libero molestias amet repudiandae.;Não informado;2025-03-18 11:24:00;Não informado;2025-03-19 13:56:00;Não informado
3848;3848;1812;ZNWHIMCIYJ;629G2VEH;792;5.581.926.867.988,00;2025-03-18 22:10:00;;1970-01-01 00:00:00.000000003;Deleniti incidunt voluptas quaerat dolore excepturi quidem.;Fuga similique magni iusto aspernatur facere pariatur iste laboriosam vel.;2025-03-18 16:43:00;Não informado;2025-03-18 17:20:00;Não informado
2406;2406;1980;070UCATTL6;D2I29M00;756;5.511.906.340.994,00;2025-03-18 22:33:00;Não informado;1970-01-01 00:00:00.000000006;Atque corrupti qui doloribus rem voluptatum totam praesentium dolor natus necessitatibus tenetur.;Não informado;2025-03-18 16:19:00;Não informado;2025-03-18 17:22:00;Não informado
2708;2708;131;JWYXUQHISS;WUELWA5T;795;5.581.920.457.275,00;2025-03-19 07:05:00;;1970-01-01 00:00:00.000000005;Exercitationem at ex doloribus quidem ratione nisi praesentium adipisci quod possimus sint doloremque perspiciatis.;Est earum mollitia consequatur quisquam voluptates incidunt.;2025-03-18 20:16:00;Não informado;2025-03-20 04:21:00;Não informado
3734;3734;687;BS0R9U065G;8EDRPL25;890;5.581.916.933.938,00;2025-03-19 08:02:00;;1970-01-01 00:00:00.000000003;Deleniti mollitia tempore repellat optio expedita quidem commodi.;Não informado;2025-03-18 11:40:00;Não informado;2025-03-18 13:24:00;Não informado
95;95;1720;YDEIJ3OUHE;PNB7L14N;245;5.584.947.885.989,00;2025-03-19 08:09:00;;1970-01-01 00:00:00.000000005;Ipsa hic voluptatem at quia minus dignissimos velit perferendis architecto totam nam.;Facere sequi quis eos odit.;2025-03-18 11:36:00;Não informado;2025-03-19 14:01:00;Não informado
436;436;297;RWMOS3BORA;UAUAGBTZ;597;5.521.967.202.818,00;2025-03-19 09:44:00;;1970-01-01 00:00:00.000000002;Amet et aliquid blanditiis aperiam ratione eligendi.;Não informado;2025-03-18 10:22:00;Não informado;2025-03-18 18:11:00;Não informado
4875;4875;1341;8RIZFTC52H;OU559RW0;382;5.521.959.447.713,00;2025-03-19 12:13:00;;1970-01-01 00:00:00.000000003;Sint eum tenetur voluptas blanditiis iusto quod necessitatibus nihil dignissimos.;Não informado;2025-03-18 23:11:00;Não informado;2025-03-19 12:00:00;Não informado
850;850;961;G3EP6CTG7L;XKUIT9UG;349;5.521.984.369.120,00;2025-03-19 14:45:00;Não informado;1970-01-01 00:00:00.000000006;At sint aspernatur eius alias occaecati doloremque aliquid ducimus quasi occaecati.;Sapiente voluptatum sit minus facilis.;2025-03-19 12:26:00;Não informado;2025-03-19 15:18:00;Não informado
3932;3932;1036;YWNVB9HGTC;W21FKGW5;599;5.541.943.638.618,00;2025-03-19 15:22:00;;1970-01-01 00:00:00.000000003;Quia id exercitationem maiores reprehenderit doloribus tenetur nam recusandae voluptatum aperiam eaque assumenda facere provident repellat.;Pariatur omnis debitis quas minima ipsum occaecati fugit voluptates omnis.;2025-03-19 01:17:00;Não informado;2025-03-20 02:23:00;Não informado
4574;4574;782;YGASQ7B8FC;GQ9VN6U4;735;5.541.975.710.947,00;2025-03-19 15:27:00;;1970-01-01 00:00:00.000000004;Illo laboriosam commodi assumenda magnam autem voluptatibus recusandae recusandae illo minima eius aliquam praesentium.;Não informado;2025-03-19 01:26:00;Não informado;2025-03-19 20:47:00;Não informado
4673;4673;1117;NXT720M4BY;49AISXEM;166;5.584.963.884.463,00;2025-03-19 17:06:00;Não informado;1970-01-01 00:00:00.000000006;Cupiditate sint molestiae error est dolorem inventore.;Omnis quam vero quis nulla occaecati.;2025-03-18 17:39:00;Não informado;2025-03-19 05:09:00;Não informado
2631;2631;1496;MGV0LU2NDC;2HZGOZOJ;855;5.511.992.749.824,00;2025-03-19 17:22:00;Não informado;1970-01-01 00:00:00.000000001;Sed eligendi nemo aspernatur corporis enim porro vel.;Quidem nulla blanditiis tenetur quibusdam accusamus similique at velit assumenda.;2025-03-19 15:59:00;Não informado;2025-03-20 07:14:00;Não informado
3213;3213;779;VWYPTME9EZ;9EOTM1O7;346;5.584.983.361.370,00;2025-03-19 18:18:00;;1970-01-01 00:00:00.000000004;Aliquam numquam nobis reprehenderit id quibusdam nisi quibusdam aut cumque unde ad ducimus voluptas.;Não informado;2025-03-19 04:56:00;Não informado;2025-03-20 07:52:00;Não informado
3746;3746;1509;I4EBXFUJWE;KJIO11IX;132;5.551.971.436.968,00;2025-03-20 00:17:00;Não informado;1970-01-01 00:00:00.000000001;Laudantium accusantium natus fugiat iure rem ex quo.;Não informado;2025-03-19 11:36:00;Não informado;2025-03-19 12:13:00;Não informado
2548;2548;1004;FRTII2LQUK;RE4LD95O;448;5.571.941.830.278,00;2025-03-20 02:33:00;;1970-01-01 00:00:00.000000002;Ab officiis architecto quo cupiditate eaque tenetur neque odit perspiciatis exercitationem.;Impedit exercitationem odio occaecati et.;2025-03-19 06:20:00;Não informado;2025-03-19 19:42:00;Não informado
2645;2645;908;4IK7STPA6F;08306ZQO;446;5.511.940.532.489,00;2025-03-20 04:57:00;;1970-01-01 00:00:00.000000003;Accusantium ad aliquid numquam ullam ipsa magni tempora.;Não informado;2025-03-19 16:11:00;Não informado;2025-03-20 20:05:00;Não informado
23;23;958;BIJ6SZU6NC;WORQZ7LN;72;5.571.968.799.325,00;2025-03-20 06:14:00;Não informado;1970-01-01 00:00:00.000000001;Provident odio cupiditate aliquid fugiat corrupti voluptates nemo tempore temporibus eveniet consectetur.;Não informado;2025-03-19 07:23:00;Não informado;2025-03-19 12:06:00;Não informado
1164;1164;243;7X364C8BUQ;7579GSVP;477;5.561.978.811.492,00;2025-03-20 07:32:00;;1970-01-01 00:00:00.000000003;Mollitia nemo ea fuga iure exercitationem commodi debitis enim ipsum consectetur perferendis.;Não informado;2025-03-20 00:24:00;Não informado;2025-03-20 10:59:00;Não informado
1348;1348;1381;UZ8RI5N3H3;3WCTL5SM;123;5.541.981.014.469,00;2025-03-20 08:45:00;;1970-01-01 00:00:00.000000005;Pariatur eum expedita excepturi vel dolorem id modi alias placeat tempore sint.;Não informado;2025-03-20 05:35:00;Não informado;2025-03-21 00:25:00;Não informado
73;73;439;C5SQ81EA5Z;X4OE2W4X;77;5.551.950.254.796,00;2025-03-20 09:44:00;;1970-01-01 00:00:00.000000002;Repudiandae nesciunt optio possimus quae soluta ullam odio delectus.;Não informado;2025-03-19 14:38:00;Não informado;2025-03-20 05:51:00;Não informado
2432;2432;1485;8DE8AC4QYO;J4UF133M;245;5.584.947.885.989,00;2025-03-20 10:00:00;;1970-01-01 00:00:00.000000003;Officia accusantium eos mollitia repudiandae consequatur modi dolorum accusantium illum laborum accusantium suscipit fuga.;Não informado;2025-03-19 19:30:00;Não informado;2025-03-20 10:30:00;Não informado
2061;2061;881;RW9IPMTB4W;Z1EPJX5M;464;5.561.957.985.770,00;2025-03-20 11:57:00;;1970-01-01 00:00:00.000000004;Veritatis consequatur sunt aliquid deleniti ipsa veniam nihil asperiores laudantium dicta voluptatibus molestiae commodi.;Labore vitae deleniti soluta atque ut.;2025-03-20 00:41:00;Não informado;2025-03-20 13:17:00;Não informado
655;655;486;MFTML3KCSO;01POP7SE;45;5.581.998.110.471,00;2025-03-20 14:04:00;;1970-01-01 00:00:00.000000004;Eius repellendus voluptate provident error tenetur blanditiis odit quos ipsa quidem nobis.;Não informado;2025-03-20 09:33:00;Não informado;2025-03-21 12:09:00;Não informado
2589;2589;528;6VRW5RW0TA;Z51VIUOW;63;5.581.959.525.617,00;2025-03-20 14:29:00;;1970-01-01 00:00:00.000000003;At voluptates perferendis cupiditate cumque laborum doloribus quidem placeat corrupti impedit dolore numquam nisi vel animi.;Não informado;2025-03-19 19:02:00;Não informado;2025-03-20 21:44:00;Não informado
1125;1125;198;HO2ED1YC59;HPV6XGBO;362;5.561.958.017.402,00;2025-03-20 16:29:00;Não informado;1970-01-01 00:00:00.000000001;Alias quo quo praesentium veniam rerum aut praesentium architecto.;Não informado;2025-03-19 16:42:00;Não informado;2025-03-20 19:18:00;Não informado
4602;4602;791;XZXQLMNXT2;KYG2AM2Y;672;5.571.935.111.769,00;2025-03-20 16:31:00;;1970-01-01 00:00:00.000000004;In debitis sit facilis vel quis earum minima veniam aut eveniet reiciendis sapiente sit ab.;Não informado;2025-03-20 00:18:00;Não informado;2025-03-20 06:35:00;Não informado
4988;4988;486;9EHHC3GAIN;Q86ND06T;957;5.541.966.289.751,00;2025-03-20 16:39:00;;1970-01-01 00:00:00.000000002;Vitae maiores atque repellendus at quibusdam expedita corporis laborum in cum dicta repellat laborum dolorum.;Não informado;2025-03-20 02:20:00;Não informado;2025-03-21 06:15:00;Não informado
2268;2268;1852;TKEV2AW6TX;1F42YG0U;51;5.541.921.179.740,00;2025-03-20 16:41:00;;1970-01-01 00:00:00.000000003;Doloremque quis modi nisi culpa sint in unde incidunt commodi quidem rerum officia vero.;Não informado;2025-03-20 06:19:00;Não informado;2025-03-20 15:00:00;Não informado
4935;4935;1498;CLHPHDYJT5;ISDKAGLP;38;5.571.915.619.396,00;2025-03-20 16:52:00;;1970-01-01 00:00:00.000000003;Pariatur dolore soluta ratione consequatur nobis commodi pariatur corporis voluptas iste cum.;Não informado;2025-03-20 07:55:00;Não informado;2025-03-20 09:47:00;Não informado
497;497;378;1B8N8LZXC2;M67WM4PA;58;5.584.997.403.516,00;2025-03-20 18:04:00;;1970-01-01 00:00:00.000000002;Consequatur quia recusandae nobis minima ducimus molestiae minus saepe quidem dolorem veritatis nobis tenetur odit.;Não informado;2025-03-19 19:38:00;Não informado;2025-03-19 23:26:00;Não informado
1586;1586;1756;9LBENFNX1Z;G3PGFFH2;392;5.521.907.091.980,00;2025-03-20 18:12:00;;1970-01-01 00:00:00.000000003;Harum dolor omnis perspiciatis sunt optio ipsum asperiores natus ipsam rerum nostrum aliquam.;Não informado;2025-03-20 07:20:00;Não informado;2025-03-21 02:11:00;Não informado
725;725;1445;T6YK92TDPO;GRA8YCK6;648;5.551.957.703.568,00;2025-03-20 18:24:00;Não informado;1970-01-01 00:00:00.000000006;Autem sapiente praesentium cupiditate accusantium excepturi corporis sint blanditiis.;Sapiente at voluptatem accusantium quae voluptate illum.;2025-03-20 09:49:00;Não informado;2025-03-21 09:41:00;Não informado
388;388;1297;3OFF334UHR;NCEOEZFV;297;5.531.912.460.718,00;2025-03-21 02:26:00;;1970-01-01 00:00:00.000000005;Ipsa et quia tempora modi expedita neque voluptatem aliquam nesciunt eius repellendus mollitia.;Não informado;2025-03-20 21:08:00;Não informado;2025-03-21 21:57:00;Não informado
4766;4766;177;FUULI79XQP;V9P3MLPZ;772;5.511.918.838.519,00;2025-03-21 03:41:00;;1970-01-01 00:00:00.000000002;Consectetur odio quod voluptatibus accusantium fuga quod illo omnis facere dolor quas.;Provident eum vero praesentium voluptatibus fugit a error.;2025-03-21 03:11:00;Não informado;2025-03-22 09:24:00;Não informado
1271;1271;1014;H4BHKGSMEE;5FEG39D6;735;5.541.975.710.947,00;2025-03-21 06:12:00;Não informado;1970-01-01 00:00:00.000000001;Quaerat odit id deserunt nisi molestiae est voluptas maxime rerum modi quam cumque ut.;Não informado;2025-03-20 16:32:00;Não informado;2025-03-21 02:59:00;Não informado
3524;3524;933;UMV365DKA1;VG33PT38;545;5.511.922.787.118,00;2025-03-21 10:12:00;;1970-01-01 00:00:00.000000004;Ut odio hic reprehenderit tempora culpa aperiam atque optio expedita voluptatum laboriosam eaque iure ratione consequuntur.;Quo commodi reiciendis impedit aliquid ipsum impedit blanditiis.;2025-03-20 15:54:00;Não informado;2025-03-21 06:42:00;Não informado
4364;4364;234;8WDD5W28PF;8N3BCUOF;430;5.511.924.966.476,00;2025-03-21 10:27:00;;1970-01-01 00:00:00.000000003;Assumenda magnam possimus totam earum unde eum dolorem asperiores dignissimos laboriosam cum sed alias ipsa.;Não informado;2025-03-20 17:55:00;Não informado;2025-03-20 22:57:00;Não informado
1705;1705;202;SWRB8KEAJY;7V2JH93C;239;5.521.950.274.834,00;2025-03-21 10:37:00;;1970-01-01 00:00:00.000000004;Recusandae minima exercitationem quisquam sed nemo asperiores reiciendis iure perferendis.;Não informado;2025-03-20 11:10:00;Não informado;2025-03-21 13:09:00;Não informado
165;165;1661;2W855F4CPZ;70YSD4XX;932;5.531.995.801.193,00;2025-03-21 12:24:00;;1970-01-01 00:00:00.000000003;Velit pariatur excepturi soluta voluptates corporis id libero consectetur rem facilis.;Não informado;2025-03-20 14:40:00;Não informado;2025-03-21 21:39:00;Não informado
1244;1244;508;QT9EXBTKV0;J1M3IYMA;410;5.581.974.536.103,00;2025-03-21 14:25:00;Não informado;1970-01-01 00:00:00.000000006;Pariatur maiores tenetur vero deserunt harum nisi.;Não informado;2025-03-20 16:28:00;Não informado;2025-03-20 22:44:00;Não informado
